9671/3,"ML, lymphoplasmacytic"
9673/3,Mantle cell lymphoma
9675/3,"ML, mixed sm. and lg. cell, diffuse"
9680/3,"ML, large B-cell, diffuse"
9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS"
9687/3,"Burkitt lymphoma, NOS"
9688/3,T-cell histiocyte rich large B-cell lymphoma
9690/3,"Follicular lymphoma, NOS"
9691/3,"Follicular lymphoma, grade 2"
9695/3,"Follicular lymphoma, grade 1"
9698/3,"Follicular lymphoma, grade 3"
9699/3,"Marginal zone B-cell lymphoma, NOS"
9701/3,Sezary syndrome
9702/3,"Mature T-cell lymphoma, NOS"
9705/3,Angioimmunoblastic T-cell lymphoma
9712/3,Intravascular large B-cell lymphoma
9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type"
9715/3,"Anaplastic large cell lymphoma, ALK negative"
9719/3,"NK/T-cell lymphoma, nasal and nasal-type"
9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood
9727/3,"Precursor cell lymphoblastic lymphoma, NOS"
9728/3,Precursor B-cell lymphoblastic lymphoma
9729/3,Precursor T-cell lymphoblastic lymphoma
9731/3,"Plasmacytoma, NOS"
9734/3,"Plasmacytoma, extramedullary"
9735/3,Plasmablastic lymphoma
9737/3,ALK positive large B-cell lymphoma
9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ
9740/3,Mast cell sarcoma
9741/3,Malignant mastocytosis
9749/3,Erdhiem-Chester Disease
9750/3,Malignant histiocytosis
9751/3,"Langerhans cell histiocytosis, NOS"
9754/3,"Langerhans cell histiocytosis, disseminated"
9755/3,Histiocytic sarcoma
9756/3,Langerhans cell sarcoma
9757/3,Interdigitating dendritic cell sarcoma
9758/3,Follicular dendritic cell sarcoma
9759/3,Fibroblastic reticular cell tumor
9766/3,"Lymphomatoid granulomatosis, grade 3"
9811/3,"B lymphoblastic leukemia/lymphoma, NOS"
9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1
9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged
9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)
9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy
9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)
9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH
9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)
9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like"
9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma
9831/3,T-cell large granular lymphocytic leukemia
9837/3,T lymphoblastic leukemia/lymphoma
9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement
9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities
9971/3,Polymorphic PTLD
9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
8000/3,"Neoplasm, malignant"
8001/3,"Tumor cells, malignant"
8002/3,"Malignant tumor, small cell type"
8003/3,"Malignant tumor, giant cell type"
8004/3,"Malignant tumor, spindle cell type"
8005/3,"Malignant tumor, clear cell type"
8010/2,"Carcinoma in situ, NOS"
8010/3,"Carcinoma, NOS"
8011/3,"Epithelioma, malignant"
8012/3,"Large cell carcinoma, NOS"
8013/3,Large cell neuroendocrine carcinoma
8014/3,Large cell carcinoma with rhabdoid phenotype
8015/3,Glassy cell carcinoma
8020/3,"Carcinoma, undifferentiated type, NOS"
8021/3,"Carcinoma, anaplastic type, NOS"
8022/3,Pleomorphic carcinoma
8030/3,Giant cell and spindle cell carcinoma
8031/3,Giant cell carcinoma
8032/3,Spindle cell carcinoma
8033/3,Pseudosarcomatous carcinoma
8034/3,Polygonal cell carcinoma
8035/3,Carcinoma with osteoclast-like giant cells
8041/3,"Small cell carcinoma, NOS"
8043/3,"Small cell carcinoma, fusiform cell"
8045/3,Combined small cell carcinoma
8050/2,Papillary carcinoma in situ
8050/3,"Papillary carcinoma, NOS"
8051/3,"Verrucous carcinoma, NOS"
8052/2,"Papillary squamous cell carcinoma, non-invasive"
8052/3,Papillary squamous cell carcinoma
8070/2,"Squamous cell carcinoma in situ, NOS"
8070/3,"Squamous cell carcinoma, NOS"
8071/3,"Sq. cell carcinoma, keratinizing, NOS"
8072/3,"Sq. cell carcinoma, lg. cell, non-ker."
8073/3,"Sq. cell carcinoma, sm. cell, non-ker."
8074/3,"Sq. cell carcinoma, spindle cell"
8075/3,"Squamous cell carcinoma, adenoid"
8076/2,Sq. cell carc. in situ with question. stromal invas.
8076/3,"Sq. cell carcinoma, micro-invasive"
8078/3,Squamous cell carcinoma with horn formation
8082/3,Lymphoepithelial carcinoma
8083/3,Basaloid squamous cell carcinoma
8140/2,Adenocarcinoma in situ
8140/3,"Adenocarcinoma, NOS"
8141/3,Scirrhous adenocarcinoma
8143/3,Superficial spreading adenocarcinoma
8145/3,"Carcinoma, diffuse type"
8147/3,Basal cell adenocarcinoma
8154/3,Mixed neuroendocrine non-neuroendocrine neoplasm
8200/3,Adenoid cystic carcinoma
8201/2,Cribriform carcinoma in situ
8201/3,Cribriform carcinoma
8240/3,"Carcinoid tumor, malignant"
8244/3,Composite carcinoid
8246/3,Neuroendocrine carcinoma
8249/3,Neuroendocrine tumor
8255/3,Adenocarcinoma with mixed subtypes
8260/3,"Papillary adenocarcinoma, NOS"
8261/2,Adenocarcinoma in situ in villous adenoma
8261/3,Adenocarcinoma in villous adenoma
8262/3,Villous adenocarcinoma
8263/2,Adenocarcinoma in situ in tubulovillous adenoma
8263/3,Adenocarcinoma in tubulovillous adenoma
8430/3,Mucoepidermoid carcinoma
8480/3,Mucinous adenocarcinoma
8481/3,Mucin-producing adenocarcinoma
8560/3,Adenosquamous carcinoma
8562/3,Epithelial-myoepithelial carcinoma
8570/3,Adenocarcinoma with squamous metaplasia
8571/3,Adenocarcinoma w cartilag. & oss. metaplas.
8572/3,Adenocarcinoma with spindle cell mataplasia
8573/3,Adenocarcinoma with apocrine metaplasia
8574/3,Adenocarcinoma with neuroendocrine differen.
8575/3,"Metaplastic carcinoma, NOS"
8720/2,Melanoma in situ
8720/3,"Malignant melanoma, NOS"
8721/3,Nodular melanoma
8722/3,Balloon cell melanoma
8723/3,"Malignant melanoma, regressing"
8730/3,Amelanotic melanoma
8743/3,Superficial spreading melanoma
8745/3,"Desmoplastic melanoma, malignant"
8746/3,Mucosal lentiginous melanoma
8770/3,Mixed epithel. & spindle cell melanoma
8771/3,Epithelioid cell melanoma
8772/3,"Spindle cell melanoma, NOS"
8890/3,"Leiomyosarcoma, NOS"
8891/3,Epithelioid leiomyosarcoma
8894/3,Angiomyosarcoma
8895/3,Myosarcoma
8896/3,Myxoid leiomyosarcoma
8980/3,"Carcinosarcoma, NOS"
8981/3,"Carcinosarcoma, embryonal type"
8982/3,Malignant myoepithelioma
9680/3,"ML, large B-cell, diffuse"
9688/3,T-cell histiocyte rich large B-cell lymphoma
9699/3,"Marginal zone B-cell lymphoma, NOS"
9701/3,Sezary syndrome
9702/3,"Mature T-cell lymphoma, NOS"
9705/3,Angioimmunoblastic T-cell lymphoma
9712/3,Intravascular large B-cell lymphoma
9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type"
9715/3,"Anaplastic large cell lymphoma, ALK negative"
9719/3,"NK/T-cell lymphoma, nasal and nasal-type"
9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood
9727/3,"Precursor cell lymphoblastic lymphoma, NOS"
9728/3,Precursor B-cell lymphoblastic lymphoma
9729/3,Precursor T-cell lymphoblastic lymphoma
9731/3,"Plasmacytoma, NOS"
9734/3,"Plasmacytoma, extramedullary"
9735/3,Plasmablastic lymphoma
9737/3,ALK positive large B-cell lymphoma
9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ
9740/3,Mast cell sarcoma
9741/3,Malignant mastocytosis
9749/3,Erdhiem-Chester Disease
9750/3,Malignant histiocytosis
9751/3,"Langerhans cell histiocytosis, NOS"
9754/3,"Langerhans cell histiocytosis, disseminated"
9755/3,Histiocytic sarcoma
9756/3,Langerhans cell sarcoma
9757/3,Interdigitating dendritic cell sarcoma
9758/3,Follicular dendritic cell sarcoma
9759/3,Fibroblastic reticular cell tumor
9766/3,"Lymphomatoid granulomatosis, grade 3"
9811/3,"B lymphoblastic leukemia/lymphoma, NOS"
9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1
9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged
9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)
9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy
9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)
9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH
9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)
9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like"
9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma
9831/3,T-cell large granular lymphocytic leukemia
9837/3,T lymphoblastic leukemia/lymphoma
9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement
9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities
9971/3,Polymorphic PTLD
9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
8000/3,"Neoplasm, malignant"
8001/3,"Tumor cells, malignant"
8002/3,"Malignant tumor, small cell type"
8003/3,"Malignant tumor, giant cell type"
8004/3,"Malignant tumor, spindle cell type"
8005/3,"Malignant tumor, clear cell type"
8010/2,"Carcinoma in situ, NOS"
8010/3,"Carcinoma, NOS"
8011/3,"Epithelioma, malignant"
8012/3,"Large cell carcinoma, NOS"
8013/3,Large cell neuroendocrine carcinoma
8014/3,Large cell carcinoma with rhabdoid phenotype
8015/3,Glassy cell carcinoma
8020/3,"Carcinoma, undifferentiated type, NOS"
8021/3,"Carcinoma, anaplastic type, NOS"
8022/3,Pleomorphic carcinoma
8030/3,Giant cell and spindle cell carcinoma
8031/3,Giant cell carcinoma
8032/3,Spindle cell carcinoma
8033/3,Pseudosarcomatous carcinoma
8034/3,Polygonal cell carcinoma
8035/3,Carcinoma with osteoclast-like giant cells
8041/3,"Small cell carcinoma, NOS"
8043/3,"Small cell carcinoma, fusiform cell"
8050/2,Papillary carcinoma in situ
8050/3,"Papillary carcinoma, NOS"
8051/3,"Verrucous carcinoma, NOS"
8052/2,"Papillary squamous cell carcinoma, non-invasive"
8052/3,Papillary squamous cell carcinoma
8070/2,"Squamous cell carcinoma in situ, NOS"
8070/3,"Squamous cell carcinoma, NOS"
8071/3,"Sq. cell carcinoma, keratinizing, NOS"
8072/3,"Sq. cell carcinoma, lg. cell, non-ker."
8073/3,"Sq. cell carcinoma, sm. cell, non-ker."
8074/3,"Sq. cell carcinoma, spindle cell"
8075/3,"Squamous cell carcinoma, adenoid"
8076/2,Sq. cell carc. in situ with question. stromal invas.
8076/3,"Sq. cell carcinoma, micro-invasive"
8078/3,Squamous cell carcinoma with horn formation
8140/2,Adenocarcinoma in situ
8140/3,"Adenocarcinoma, NOS"
8141/3,Scirrhous adenocarcinoma
8142/3,Linitis plastica
8143/3,Superficial spreading adenocarcinoma
8144/2,"Intestinal-type adenoma, high grade"
8144/3,"Adenocarcinoma, intestinal type"
8145/3,"Carcinoma, diffuse type"
8147/3,Basal cell adenocarcinoma
8153/3,"Gastrinoma, malignant"
8154/3,Mixed neuroendocrine non-neuroendocrine neoplasm
8156/3,"Somatostatinoma, malignant"
8210/2,Adenocarcinoma in situ in adenomatous polyp
8210/3,Adenocarcinoma in adenomatous polyp
8211/3,Tubular adenocarcinoma
8213/2,"Serrated dysplasia, high grade"
8214/3,Parietal cell carcinoma
8220/2,Adenocarcinoma in situ in familial polyp. coli
8220/3,Adenocarcinoma in adenoma. polyposis coli
8221/2,Adenocarc. in situ in mult. adenomatous polyps
8221/3,Adenocarcinoma in mult. adenomatous polyps
8230/2,"Duct carcinoma in situ, solid type"
8230/3,"Solid carcinoma, NOS"
8231/3,Carcinoma simplex
8240/3,"Carcinoid tumor, malignant"
8241/3,Enterochromaffin cell carcinoid
8242/3,"Enterochromaffin-like cell tumor, malignant"
8243/3,Goblet cell carcinoid
8244/3,Composite carcinoid
8245/3,Adenocarcinoid tumor
8246/3,Neuroendocrine carcinoma
8249/3,Neuroendocrine tumor
8255/3,Adenocarcinoma with mixed subtypes
8260/3,"Papillary adenocarcinoma, NOS"
8261/2,Adenocarcinoma in situ in villous adenoma
8261/3,Adenocarcinoma in villous adenoma
8262/3,Villous adenocarcinoma
8263/2,Adenocarcinoma in situ in tubulovillous adenoma
8263/3,Adenocarcinoma in tubulovillous adenoma
8310/3,"Clear cell adenocarcinoma, NOS"
8430/3,Mucoepidermoid carcinoma
8480/3,Mucinous adenocarcinoma
8481/3,Mucin-producing adenocarcinoma
8490/3,Signet ring cell carcinoma
8510/3,"Medullary carcinoma, NOS"
8512/3,Medullary carcinoma with lymphoid stroma
8560/3,Adenosquamous carcinoma
8562/3,Epithelial-myoepithelial carcinoma
8570/3,Adenocarcinoma with squamous metaplasia
8571/3,Adenocarcinoma w cartilag. & oss. metaplas.
8572/3,Adenocarcinoma with spindle cell mataplasia
8573/3,Adenocarcinoma with apocrine metaplasia
8574/3,Adenocarcinoma with neuroendocrine differen.
8575/3,"Metaplastic carcinoma, NOS"
8576/3,Hepatoid adenocarcinoma
8800/3,"Sarcoma, NOS"
8801/3,Spindle cell sarcoma
8802/3,Giant cell sarcoma
8803/3,Small cell sarcoma
8804/3,Epithelioid sarcoma
8805/3,Undifferentiated sarcoma
8806/3,Desmoplastic small round cell tumor
8890/3,"Leiomyosarcoma, NOS"
8891/3,Epithelioid leiomyosarcoma
8894/3,Angiomyosarcoma
8895/3,Myosarcoma
8896/3,Myxoid leiomyosarcoma
8934/3,Carcinofibroma
8935/3,"Stromal sarcoma, NOS"
8936/3,Gastrointestinal stromal sarcoma
8976/3,Gastroblastoma
8980/3,"Carcinosarcoma, NOS"
8981/3,"Carcinosarcoma, embryonal type"
8982/3,Malignant myoepithelioma
9590/3,"Malignant lymphoma, NOS"
9591/3,"Malignant lymphoma, non-Hodgkin"
9596/3,Composite Hodgkin and non-Hodgkin lymphoma
9650/3,"Hodgkin lymphoma, NOS"
9651/3,"Hodgkin lymphoma, lymphocyte-rich"
9652/3,"Hodgkin lymphoma, mixed cellularity, NOS"
9653/3,"Hodgkin lymphoma, lymphocytic deplet., NOS"
9654/3,"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis"
9655/3,"Hodgkin lymphoma, lymphocyt. deplet., reticular"
9659/3,"Hodgkin lymph., nodular lymphocyte predom."
9661/3,Hodgkin granuloma [obs]
9662/3,Hodgkin sarcoma [obs]
9663/3,"Hodgkin lymphoma, nodular sclerosis, NOS"
9664/3,"Hodgkin lymphoma, nod. scler., cellular phase"
9665/3,"Hodgkin lymphoma, nod. scler., grade 1"
9667/3,"Hodgkin lymphoma, nod. scler., grade 2"
9670/3,"ML, small B lymphocytic, NOS"
9671/3,"ML, lymphoplasmacytic"
9673/3,Mantle cell lymphoma
9675/3,"ML, mixed sm. and lg. cell, diffuse"
9680/3,"ML, large B-cell, diffuse"
9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS"
9687/3,"Burkitt lymphoma, NOS"
9688/3,T-cell histiocyte rich large B-cell lymphoma
9690/3,"Follicular lymphoma, NOS"
9691/3,"Follicular lymphoma, grade 2"
9695/3,"Follicular lymphoma, grade 1"
9698/3,"Follicular lymphoma, grade 3"
9699/3,"Marginal zone B-cell lymphoma, NOS"
9701/3,Sezary syndrome
9702/3,"Mature T-cell lymphoma, NOS"
9705/3,Angioimmunoblastic T-cell lymphoma
9712/3,Intravascular large B-cell lymphoma
9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type"
9715/3,"Anaplastic large cell lymphoma, ALK negative"
9719/3,"NK/T-cell lymphoma, nasal and nasal-type"
9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood
9727/3,"Precursor cell lymphoblastic lymphoma, NOS"
9728/3,Precursor B-cell lymphoblastic lymphoma
9729/3,Precursor T-cell lymphoblastic lymphoma
9731/3,"Plasmacytoma, NOS"
9732/3,Multiple myeloma
9734/3,"Plasmacytoma, extramedullary"
9735/3,Plasmablastic lymphoma
9737/3,ALK positive large B-cell lymphoma
9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ
9740/3,Mast cell sarcoma
9741/3,Malignant mastocytosis
9749/3,Erdhiem-Chester Disease
9750/3,Malignant histiocytosis
9751/3,"Langerhans cell histiocytosis, NOS"
9754/3,"Langerhans cell histiocytosis, disseminated"
9755/3,Histiocytic sarcoma
9756/3,Langerhans cell sarcoma
9757/3,Interdigitating dendritic cell sarcoma
9758/3,Follicular dendritic cell sarcoma
9759/3,Fibroblastic reticular cell tumor
9766/3,"Lymphomatoid granulomatosis, grade 3"
9811/3,"B lymphoblastic leukemia/lymphoma, NOS"
9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1
9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged
9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)
9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy
9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)
9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH
9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)
9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like"
9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma
9831/3,T-cell large granular lymphocytic leukemia
9837/3,T lymphoblastic leukemia/lymphoma
9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement
9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities
9971/3,Polymorphic PTLD
9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
8000/3,"Neoplasm, malignant"
8001/3,"Tumor cells, malignant"
8002/3,"Malignant tumor, small cell type"
8003/3,"Malignant tumor, giant cell type"
8004/3,"Malignant tumor, spindle cell type"
8005/3,"Malignant tumor, clear cell type"
8010/2,"Carcinoma in situ, NOS"
8010/3,"Carcinoma, NOS"
8011/3,"Epithelioma, malignant"
8012/3,"Large cell carcinoma, NOS"
8013/3,Large cell neuroendocrine carcinoma
8014/3,Large cell carcinoma with rhabdoid phenotype
8015/3,Glassy cell carcinoma
8020/3,"Carcinoma, undifferentiated type, NOS"
8021/3,"Carcinoma, anaplastic type, NOS"
8022/3,Pleomorphic carcinoma
8041/3,"Small cell carcinoma, NOS"
8043/3,"Small cell carcinoma, fusiform cell"
8050/2,Papillary carcinoma in situ
8050/3,"Papillary carcinoma, NOS"
8051/3,"Verrucous carcinoma, NOS"
8052/2,"Papillary squamous cell carcinoma, non-invasive"
8052/3,Papillary squamous cell carcinoma
8140/2,Adenocarcinoma in situ
8140/3,"Adenocarcinoma, NOS"
8141/3,Scirrhous adenocarcinoma
8143/3,Superficial spreading adenocarcinoma
8144/2,"Intestinal-type adenoma, high grade"
8144/3,"Adenocarcinoma, intestinal type"
8145/3,"Carcinoma, diffuse type"
8147/3,Basal cell adenocarcinoma
8152/3,"Glucagonoma, malignant"
8153/3,"Gastrinoma, malignant"
8154/3,Mixed neuroendocrine non-neuroendocrine neoplasm
8156/3,"Somatostatinoma, malignant"
8157/3,"Enteroglucagonoma, malignant"
8163/3,Pancreatobiliary-type carcinoma
8211/3,Tubular adenocarcinoma
8213/2,"Serrated dysplasia, high grade"
8240/3,"Carcinoid tumor, malignant"
8241/3,Enterochromaffin cell carcinoid
8242/3,"Enterochromaffin-like cell tumor, malignant"
8243/3,Goblet cell carcinoid
8244/3,Composite carcinoid
8245/3,Adenocarcinoid tumor
8246/3,Neuroendocrine carcinoma
8249/3,Neuroendocrine tumor
8255/3,Adenocarcinoma with mixed subtypes
8260/3,"Papillary adenocarcinoma, NOS"
8261/2,Adenocarcinoma in situ in villous adenoma
8261/3,Adenocarcinoma in villous adenoma
8262/3,Villous adenocarcinoma
8263/2,Adenocarcinoma in situ in tubulovillous adenoma
8263/3,Adenocarcinoma in tubulovillous adenoma
8480/3,Mucinous adenocarcinoma
8481/3,Mucin-producing adenocarcinoma
8490/3,Signet ring cell carcinoma
8510/3,"Medullary carcinoma, NOS"
8570/3,Adenocarcinoma with squamous metaplasia
8571/3,Adenocarcinoma w cartilag. & oss. metaplas.
8572/3,Adenocarcinoma with spindle cell mataplasia
8573/3,Adenocarcinoma with apocrine metaplasia
8574/3,Adenocarcinoma with neuroendocrine differen.
8575/3,"Metaplastic carcinoma, NOS"
8576/3,Hepatoid adenocarcinoma
8693/3,"Extra-adrenal paraganglioma, malignant"
8710/3,Glomangiosarcoma
8800/3,"Sarcoma, NOS"
8801/3,Spindle cell sarcoma
8802/3,Giant cell sarcoma
8803/3,Small cell sarcoma
8804/3,Epithelioid sarcoma
8805/3,Undifferentiated sarcoma
8806/3,Desmoplastic small round cell tumor
8810/3,"Fibrosarcoma, NOS"
8811/3,Fibromyxosarcoma
8813/3,Fascial fibrosarcoma
8814/3,Infantile fibrosarcoma
8815/3,"Solitary fibrous tumor, malignant"
8825/3,Myofibroblastic sarcoma
8850/3,"Liposarcoma, NOS"
8851/3,"Liposarcoma, well differentiated"
8852/3,Myxoid liposarcoma
8853/3,Round cell liposarcoma
8854/3,Pleomorphic liposarcoma
8855/3,Mixed type liposarcoma
8857/3,Fibroblastic liposarcoma
8858/3,Dedifferentiated liposarcoma
8890/3,"Leiomyosarcoma, NOS"
8891/3,Epithelioid leiomyosarcoma
8894/3,Angiomyosarcoma
8895/3,Myosarcoma
8896/3,Myxoid leiomyosarcoma
8934/3,Carcinofibroma
8935/3,"Stromal sarcoma, NOS"
8936/3,Gastrointestinal stromal sarcoma
8990/3,"Mesenchymoma, malignant"
8991/3,Embryonal sarcoma
9590/3,"Malignant lymphoma, NOS"
9591/3,"Malignant lymphoma, non-Hodgkin"
9596/3,Composite Hodgkin and non-Hodgkin lymphoma
9650/3,"Hodgkin lymphoma, NOS"
9651/3,"Hodgkin lymphoma, lymphocyte-rich"
9652/3,"Hodgkin lymphoma, mixed cellularity, NOS"
9653/3,"Hodgkin lymphoma, lymphocytic deplet., NOS"
9654/3,"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis"
9655/3,"Hodgkin lymphoma, lymphocyt. deplet., reticular"
9659/3,"Hodgkin lymph., nodular lymphocyte predom."
9661/3,Hodgkin granuloma [obs]
9662/3,Hodgkin sarcoma [obs]
9663/3,"Hodgkin lymphoma, nodular sclerosis, NOS"
9664/3,"Hodgkin lymphoma, nod. scler., cellular phase"
9665/3,"Hodgkin lymphoma, nod. scler., grade 1"
9667/3,"Hodgkin lymphoma, nod. scler., grade 2"
9670/3,"ML, small B lymphocytic, NOS"
9671/3,"ML, lymphoplasmacytic"
9673/3,Mantle cell lymphoma
9675/3,"ML, mixed sm. and lg. cell, diffuse"
9680/3,"ML, large B-cell, diffuse"
9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS"
9687/3,"Burkitt lymphoma, NOS"
9688/3,T-cell histiocyte rich large B-cell lymphoma
9690/3,"Follicular lymphoma, NOS"
9691/3,"Follicular lymphoma, grade 2"
9695/3,"Follicular lymphoma, grade 1"
9698/3,"Follicular lymphoma, grade 3"
9699/3,"Marginal zone B-cell lymphoma, NOS"
9701/3,Sezary syndrome
9702/3,"Mature T-cell lymphoma, NOS"
9705/3,Angioimmunoblastic T-cell lymphoma
9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type"
9715/3,"Anaplastic large cell lymphoma, ALK negative"
9717/3,Intestinal T-cell lymphoma
9719/3,"NK/T-cell lymphoma, nasal and nasal-type"
9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood
9727/3,"Precursor cell lymphoblastic lymphoma, NOS"
9728/3,Precursor B-cell lymphoblastic lymphoma
9729/3,Precursor T-cell lymphoblastic lymphoma
9731/3,"Plasmacytoma, NOS"
9734/3,"Plasmacytoma, extramedullary"
9735/3,Plasmablastic lymphoma
9737/3,ALK positive large B-cell lymphoma
9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ
9740/3,Mast cell sarcoma
9741/3,Malignant mastocytosis
9749/3,Erdhiem-Chester Disease
9750/3,Malignant histiocytosis
9751/3,"Langerhans cell histiocytosis, NOS"
9754/3,"Langerhans cell histiocytosis, disseminated"
9755/3,Histiocytic sarcoma
9756/3,Langerhans cell sarcoma
9757/3,Interdigitating dendritic cell sarcoma
9758/3,Follicular dendritic cell sarcoma
9759/3,Fibroblastic reticular cell tumor
9764/3,Immunoproliferative small intestinal disease
9766/3,"Lymphomatoid granulomatosis, grade 3"
9811/3,"B lymphoblastic leukemia/lymphoma, NOS"
9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1
9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged
9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)
9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy
9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)
9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH
9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)
9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like"
9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma
9831/3,T-cell large granular lymphocytic leukemia
9837/3,T lymphoblastic leukemia/lymphoma
9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement
9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities
9971/3,Polymorphic PTLD
9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
8000/3,"Neoplasm, malignant"
8001/3,"Tumor cells, malignant"
8002/3,"Malignant tumor, small cell type"
8003/3,"Malignant tumor, giant cell type"
8004/3,"Malignant tumor, spindle cell type"
8005/3,"Malignant tumor, clear cell type"
8010/2,"Carcinoma in situ, NOS"
8010/3,"Carcinoma, NOS"
8011/3,"Epithelioma, malignant"
8012/3,"Large cell carcinoma, NOS"
8013/3,Large cell neuroendocrine carcinoma
8014/3,Large cell carcinoma with rhabdoid phenotype
8015/3,Glassy cell carcinoma
8020/3,"Carcinoma, undifferentiated type, NOS"
8021/3,"Carcinoma, anaplastic type, NOS"
8022/3,Pleomorphic carcinoma
8030/3,Giant cell and spindle cell carcinoma
8031/3,Giant cell carcinoma
8032/3,Spindle cell carcinoma
8033/3,Pseudosarcomatous carcinoma
8034/3,Polygonal cell carcinoma
8035/3,Carcinoma with osteoclast-like giant cells
8041/3,"Small cell carcinoma, NOS"
8043/3,"Small cell carcinoma, fusiform cell"
8050/2,Papillary carcinoma in situ
8050/3,"Papillary carcinoma, NOS"
8051/3,"Verrucous carcinoma, NOS"
8052/2,"Papillary squamous cell carcinoma, non-invasive"
8052/3,Papillary squamous cell carcinoma
8070/2,"Squamous cell carcinoma in situ, NOS"
8070/3,"Squamous cell carcinoma, NOS"
8071/3,"Sq. cell carcinoma, keratinizing, NOS"
8072/3,"Sq. cell carcinoma, lg. cell, non-ker."
8073/3,"Sq. cell carcinoma, sm. cell, non-ker."
8074/3,"Sq. cell carcinoma, spindle cell"
8075/3,"Squamous cell carcinoma, adenoid"
